city,nightmarket_name,latitude,longitude,place_id,wt,url
苗栗縣,苑裡夜市,24.4403553,120.6520591,ChIJr6MvDzsJaTQRVk4paAjaUqE,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: 6:00\u2009–\u200910:00\u202fPM', 'Sunday: Closed']",https://maps.google.com/?cid=11624593317838802518
苗栗縣,苑裡29夜市,24.4098262,120.6775054,ChIJb0hr4DkPaTQRorvM8b9Vb-E,[],https://maps.google.com/?cid=16244296663832509346
苗栗縣,大湖夜市,24.426712,120.86992,ChIJZwc8c0kAaTQREnaQyAmZm70,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 6:00\u2009–\u200910:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",https://maps.google.com/?cid=13662682161857197586
苗栗縣,銅鑼夜市,24.4861708,120.7878829,ChIJj3e_8-OpaTQR770AcUjdn4s,"['Monday: 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",https://maps.google.com/?cid=10061003395772235247
苗栗縣,三義夜市,24.412484,120.7716486,ChIJXZssTJAGaTQRFNiJ-Y3swUk,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 5:00\u2009–\u20099:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",https://maps.google.com/?cid=5314789129795000340
苗栗縣,卓蘭夜市,24.3104067,120.8235031,ChIJX-jJ5EgDaTQRdFO_zr2GIKc,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 4:30\u2009–\u200910:45\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']",https://maps.google.com/?cid=12042773553364292468
苗栗縣,通霄夜市,24.4888587,120.6826824,ChIJHS0PsrcJaTQRAkpmD3QB8WE,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 6:00\u2009–\u200911:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",https://maps.google.com/?cid=7057423689052473858
臺中市,逢甲夜市,24.1761706,120.6456267,ChIJK4W2WSIWaTQROebP2ugIGg8,"['Monday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Tuesday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Wednesday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Thursday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Friday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Saturday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'Sunday: 1:00\u202fPM\u2009–\u20091:00\u202fAM']",https://maps.google.com/?cid=1088192056159888953
臺中市,一中商圈,24.1505158,120.6855337,ChIJDf4N72g9aTQRMCr-EB0v0K0,[],https://maps.google.com/?cid=12524562365602998832
臺中市,中華路夜市,24.1471874,120.678759,ChIJS1nm4G09aTQR8LC1Zyr9gdQ,"['Monday: 4:00\u202fPM\u2009–\u20094:00\u202fAM', 'Tuesday: 4:00\u202fPM\u2009–\u20094:00\u202fAM', 'Wednesday: 4:00\u202fPM\u2009–\u20094:00\u202fAM', 'Thursday: 4:00\u202fPM\u2009–\u20094:00\u202fAM', 'Friday: 4:00\u202fPM\u2009–\u20094:00\u202fAM', 'Saturday: 4:00\u202fPM\u2009–\u20094:00\u202fAM', 'Sunday: 4:00\u202fPM\u2009–\u20094:00\u202fAM']",https://maps.google.com/?cid=15312798566606811376
臺中市,忠孝路夜市,24.1292999,120.681553,ChIJrRij4hk9aTQRA8KWA4fO47g,"['Monday: 3:00\u2009–\u200911:00\u202fPM', 'Tuesday: 3:00\u2009–\u200911:00\u202fPM', 'Wednesday: 3:00\u2009–\u200911:00\u202fPM', 'Thursday: 3:00\u2009–\u200911:00\u202fPM', 'Friday: 3:00\u2009–\u200911:00\u202fPM', 'Saturday: 3:00\u2009–\u200911:00\u202fPM', 'Sunday: 3:00\u2009–\u200911:00\u202fPM']",https://maps.google.com/?cid=13322719201968177667
臺中市,東海別墅夜市,24.1814682,120.5926162,ChIJa_FXsVgVaTQRPa6J1Z_i8Yk,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",https://maps.google.com/?cid=9939975028693642813
臺中市,霧峰樹仁商圈,24.0636368,120.6968908,ChIJ3TAPI1s7aTQRHW7gSUu_6gE,"['Monday: 11:00\u202fAM\u2009–\u200910:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200911:00\u202fPM']",https://maps.google.com/?cid=138133068671118877
